1961,Goshen Road,Tallahassee,FL,32301,NULL,5/20/2008
1963,Island Drive,Honolulu,HI,96800-3017,NULL,5/22/2008
1965,King Street,Baton Rouge,LA,70800,NULL,5/24/2008
1967,Maple Street,Annapolis,MD,21400,NULL,5/26/2008
1969,Oak Drive,Carson City,NV,89701,NULL,5/28/2008
1971,Queen Ann Drive,Salem,OR,97301,NULL,5/30/2008
1973,Stoney Way,Austin,TX,73301,NULL,6/1/2008
1975,University Lane,Richmond,VA,23173-1823,NULL,6/3/2008
1977,Willow Road,Charleston,WV,25300,NULL,6/5/2008
1979,Bowery Estates,Montgomery,AL,36100,NULL,6/7/2008
1981,Dogwood Drive,Sacramento,CA,94203,NULL,6/9/2008
1983,Fir Street,Washington,DC,20510-0001,NULL,6/11/2008
1985,The Highlands,Atlanta,GA,30026,NULL,6/13/2008
1987,James Road,Springfield,IL,62700,NULL,6/15/2008
1989,Larch Mont Road,Boston,MA,02138-7190,NULL,6/17/2008
1991,New Pike Road,Trenton,NJ,8600,NULL,6/19/2008
1993,Pine Place,Albany,NY,12200-2837,NULL,6/21/2008
1995,Race Track Road,Harrisburg,PA,17100,NULL,6/23/2008
1997,Tamarack Road,Salt Lake City,UT,84100,NULL,6/25/2008
1999,Valley Road,Olympia,WA,98507,NULL,6/27/2008
2001,Apple Lane,Juneau,AK,99801,NULL,6/29/2008
2003,Cannery Row,Phoenix,AZ,85011,NULL,7/1/2008
2005,Elm Street,Denver,CO,80201,NULL,7/3/2008
2007,Goshen Road,Tallahassee,FL,32301,NULL,7/5/2008
2009,Island Drive,Honolulu,HI,96800-3017,NULL,7/7/2008
2011,King Street,Baton Rouge,LA,70800,NULL,7/9/2008
2013,Maple Street,Annapolis,MD,21400,NULL,7/11/2008
2015,Oak Drive,Carson City,NV,89701,NULL,7/13/2008
2017,Queen Ann Drive,Salem,OR,97301,NULL,7/15/2008
2019,Stoney Way,Austin,TX,73301,NULL,7/17/2008
2021,University Lane,Richmond,VA,23173-1823,NULL,7/19/2008
2023,Willow Road,Charleston,WV,25300,NULL,7/21/2008
2025,Bowery Estates,Montgomery,AL,36100,NULL,7/23/2008
2027,Dogwood Drive,Sacramento,CA,94203,NULL,7/25/2008
2029,Fir Street,Washington,DC,20510-0001,NULL,7/27/2008
2031,The Highlands,Atlanta,GA,30026,NULL,7/29/2008
2033,James Road,Springfield,IL,62700,NULL,7/31/2008
2035,Larch Mont Road,Boston,MA,02138-7190,NULL,8/2/2008
2037,New Pike Road,Trenton,NJ,8600,NULL,8/4/2008
2039,Pine Place,Albany,NY,12200-2837,NULL,8/6/2008
2041,Race Track Road,Harrisburg,PA,17100,NULL,8/8/2008
2043,Tamarack Road,Salt Lake City,UT,84100,NULL,8/10/2008
2045,Valley Road,Olympia,WA,98507,NULL,8/12/2008
2047,Apple Lane,Juneau,AK,99801,NULL,8/14/2008
2049,Cannery Row,Phoenix,AZ,85011,NULL,8/16/2008
2051,Elm Street,Denver,CO,80201,NULL,8/18/2008
2053,Goshen Road,Tallahassee,FL,32301,NULL,8/20/2008
2055,Island Drive,Honolulu,HI,96800-3017,NULL,8/22/2008
2057,King Street,Baton Rouge,LA,70800,NULL,8/24/2008
2059,Maple Street,Annapolis,MD,21400,NULL,8/26/2008
2061,Oak Drive,Carson City,NV,89701,NULL,8/28/2008
2063,Queen Ann Drive,Salem,OR,97301,NULL,8/30/2008
2065,Stoney Way,Austin,TX,73301,NULL,9/1/2008
2067,University Lane,Richmond,VA,23173-1823,NULL,9/3/2008
2069,Willow Road,Charleston,WV,25300,NULL,9/5/2008
2071,Bowery Estates,Montgomery,AL,36100,NULL,9/7/2008
2073,Dogwood Drive,Sacramento,CA,94203,NULL,9/9/2008
2075,Fir Street,Washington,DC,20510-0001,NULL,9/11/2008
2077,The Highlands,Atlanta,GA,30026,NULL,9/13/2008
2079,James Road,Springfield,IL,62700,NULL,9/15/2008
2081,Larch Mont Road,Boston,MA,02138-7190,NULL,9/17/2008
2083,New Pike Road,Trenton,NJ,8600,NULL,9/19/2008
2085,Pine Place,Albany,NY,12200-2837,NULL,9/21/2008
2087,Race Track Road,Harrisburg,PA,17100,NULL,9/23/2008
2089,Tamarack Road,Salt Lake City,UT,84100,NULL,9/25/2008
2091,Valley Road,Olympia,WA,98507,NULL,9/27/2008
2093,Apple Lane,Juneau,AK,99801,NULL,9/29/2008
2095,Cannery Row,Phoenix,AZ,85011,NULL,10/1/2008
2097,Elm Street,Denver,CO,80201,NULL,10/3/2008
2099,Goshen Road,Tallahassee,FL,32301,NULL,10/5/2008
2101,Island Drive,Honolulu,HI,96800-3017,NULL,10/7/2008
2103,King Street,Baton Rouge,LA,70800,NULL,10/9/2008
2105,Maple Street,Annapolis,MD,21400,NULL,10/11/2008
2107,Oak Drive,Carson City,NV,89701,NULL,10/13/2008
2109,Queen Ann Drive,Salem,OR,97301,NULL,10/15/2008
2111,Stoney Way,Austin,TX,73301,NULL,10/17/2008
2113,University Lane,Richmond,VA,23173-1823,NULL,10/19/2008
2115,Willow Road,Charleston,WV,25300,NULL,10/21/2008
2117,Bowery Estates,Montgomery,AL,36100,NULL,10/23/2008
2119,Dogwood Drive,Sacramento,CA,94203,NULL,10/25/2008
2121,Fir Street,Washington,DC,20510-0001,NULL,10/27/2008
2123,The Highlands,Atlanta,GA,30026,NULL,10/29/2008
2125,James Road,Springfield,IL,62700,NULL,10/31/2008
2127,Larch Mont Road,Boston,MA,02138-7190,NULL,11/2/2008
2129,New Pike Road,Trenton,NJ,8600,NULL,11/4/2008
2131,Pine Place,Albany,NY,12200-2837,NULL,11/6/2008
2133,Race Track Road,Harrisburg,PA,17100,NULL,11/8/2008
2135,Tamarack Road,Salt Lake City,UT,84100,NULL,11/10/2008
2137,Valley Road,Olympia,WA,98507,NULL,11/12/2008
2139,Apple Lane,Juneau,AK,99801,NULL,11/14/2008
2141,Cannery Row,Phoenix,AZ,85011,NULL,11/16/2008
2143,Elm Street,Denver,CO,80201,NULL,11/18/2008
2145,Goshen Road,Tallahassee,FL,32301,NULL,11/20/2008
2147,Island Drive,Honolulu,HI,96800-3017,NULL,11/22/2008
2149,King Street,Baton Rouge,LA,70800,NULL,11/24/2008
2151,Maple Street,Annapolis,MD,21400,NULL,11/26/2008
2153,Oak Drive,Carson City,NV,89701,NULL,11/28/2008
2155,Queen Ann Drive,Salem,OR,97301,NULL,11/30/2008
2157,Stoney Way,Austin,TX,73301,NULL,12/2/2008
2159,University Lane,Richmond,VA,23173-1823,NULL,12/4/2008
2161,Willow Road,Charleston,WV,25300,NULL,12/6/2008
2163,Bowery Estates,Montgomery,AL,36100,NULL,12/8/2008
2165,Dogwood Drive,Sacramento,CA,94203,NULL,12/10/2008
2167,Fir Street,Washington,DC,20510-0001,NULL,12/12/2008
2169,The Highlands,Atlanta,GA,30026,NULL,12/14/2008
2171,James Road,Springfield,IL,62700,NULL,12/16/2008
2173,Larch Mont Road,Boston,MA,02138-7190,NULL,12/18/2008
2175,New Pike Road,Trenton,NJ,8600,NULL,12/20/2008
2177,Pine Place,Albany,NY,12200-2837,NULL,12/22/2008
2179,Race Track Road,Harrisburg,PA,17100,NULL,12/24/2008
2181,Tamarack Road,Salt Lake City,UT,84100,NULL,12/26/2008
2183,Valley Road,Olympia,WA,98507,NULL,12/28/2008
2185,Apple Lane,Juneau,AK,99801,NULL,12/30/2008
2187,Cannery Row,Phoenix,AZ,85011,NULL,1/1/2009
2189,Elm Street,Denver,CO,80201,NULL,1/3/2009
2191,Goshen Road,Tallahassee,FL,32301,NULL,1/6/2008
2193,Island Drive,Honolulu,HI,96800-3017,NULL,1/8/2008
2195,King Street,Baton Rouge,LA,70800,NULL,1/10/2008
2197,Maple Street,Annapolis,MD,21400,NULL,1/12/2008
2199,Oak Drive,Carson City,NV,89701,NULL,1/14/2008
2201,Queen Ann Drive,Salem,OR,97301,NULL,1/16/2008
2203,Stoney Way,Austin,TX,73301,NULL,1/18/2008
2205,University Lane,Richmond,VA,23173-1823,NULL,1/20/2008
2207,Willow Road,Charleston,WV,25300,NULL,1/22/2008
2209,Bowery Estates,Montgomery,AL,36100,NULL,1/24/2008
2211,Dogwood Drive,Sacramento,CA,94203,NULL,1/26/2008
2213,Fir Street,Washington,DC,20510-0001,NULL,1/28/2008
2215,The Highlands,Atlanta,GA,30026,NULL,1/30/2008
2217,James Road,Springfield,IL,62700,NULL,2/1/2008
2219,Larch Mont Road,Boston,MA,02138-7190,NULL,2/3/2008
2221,New Pike Road,Trenton,NJ,8600,NULL,2/5/2008
2223,Pine Place,Albany,NY,12200-2837,NULL,2/7/2008
2225,Race Track Road,Harrisburg,PA,17100,NULL,2/9/2008
2227,Tamarack Road,Salt Lake City,UT,84100,NULL,2/11/2008
2229,Valley Road,Olympia,WA,98507,NULL,2/13/2008
2231,Apple Lane,Juneau,AK,99801,NULL,2/15/2008
2233,Cannery Row,Phoenix,AZ,85011,NULL,2/17/2008
2235,Elm Street,Denver,CO,80201,NULL,2/19/2008
2237,Goshen Road,Tallahassee,FL,32301,NULL,2/21/2008
2239,Island Drive,Honolulu,HI,96800-3017,NULL,2/23/2008
2241,King Street,Baton Rouge,LA,70800,NULL,2/25/2008
2243,Maple Street,Annapolis,MD,21400,NULL,2/27/2008
2245,Oak Drive,Carson City,NV,89701,NULL,2/29/2008
2247,Queen Ann Drive,Salem,OR,97301,NULL,3/2/2008
2249,Stoney Way,Austin,TX,73301,NULL,3/4/2008
2251,University Lane,Richmond,VA,23173-1823,NULL,3/6/2008
2253,Willow Road,Charleston,WV,25300,NULL,3/8/2008
2255,Bowery Estates,Montgomery,AL,36100,NULL,3/10/2008
2257,Dogwood Drive,Sacramento,CA,94203,NULL,3/12/2008
2259,Fir Street,Washington,DC,20510-0001,NULL,3/14/2008
2261,The Highlands,Atlanta,GA,30026,NULL,3/16/2008
2263,James Road,Springfield,IL,62700,NULL,3/18/2008
2265,Larch Mont Road,Boston,MA,02138-7190,NULL,3/20/2008
2267,New Pike Road,Trenton,NJ,8600,NULL,3/22/2008
2269,Pine Place,Albany,NY,12200-2837,NULL,3/24/2008
2271,Race Track Road,Harrisburg,PA,17100,NULL,3/26/2008
2273,Tamarack Road,Salt Lake City,UT,84100,NULL,3/28/2008
2275,Valley Road,Olympia,WA,98507,NULL,3/30/2008
2277,Apple Lane,Juneau,AK,99801,NULL,4/1/2008
2279,Cannery Row,Phoenix,AZ,85011,NULL,4/3/2008
2281,Elm Street,Denver,CO,80201,NULL,4/5/2008
2283,Goshen Road,Tallahassee,FL,32301,NULL,4/7/2008
2285,Island Drive,Honolulu,HI,96800-3017,NULL,4/9/2008
2287,King Street,Baton Rouge,LA,70800,NULL,4/11/2008
2289,Maple Street,Annapolis,MD,21400,NULL,4/13/2008
2291,Oak Drive,Carson City,NV,89701,NULL,4/15/2008
2293,Queen Ann Drive,Salem,OR,97301,NULL,4/17/2008
2295,Stoney Way,Austin,TX,73301,NULL,4/19/2008
2297,University Lane,Richmond,VA,23173-1823,NULL,4/21/2008
2299,Willow Road,Charleston,WV,25300,NULL,4/23/2008
2301,Bowery Estates,Montgomery,AL,36100,NULL,4/25/2008
2303,Dogwood Drive,Sacramento,CA,94203,NULL,4/27/2008
2305,Fir Street,Washington,DC,20510-0001,NULL,4/29/2008
2307,The Highlands,Atlanta,GA,30026,NULL,5/1/2008
2309,James Road,Springfield,IL,62700,NULL,5/3/2008
2311,Larch Mont Road,Boston,MA,02138-7190,NULL,5/5/2008
2313,New Pike Road,Trenton,NJ,8600,NULL,5/7/2008
2315,Pine Place,Albany,NY,12200-2837,NULL,5/9/2008
2317,Race Track Road,Harrisburg,PA,17100,NULL,5/11/2008
2319,Tamarack Road,Salt Lake City,UT,84100,NULL,5/13/2008
2321,Valley Road,Olympia,WA,98507,NULL,5/15/2008
2323,Apple Lane,Juneau,AK,99801,NULL,5/17/2008
2325,Cannery Row,Phoenix,AZ,85011,NULL,5/19/2008
2327,Elm Street,Denver,CO,80201,NULL,5/21/2008
2329,Goshen Road,Tallahassee,FL,32301,NULL,5/23/2008
2331,Island Drive,Honolulu,HI,96800-3017,NULL,5/25/2008
2333,King Street,Baton Rouge,LA,70800,NULL,5/27/2008
2335,Maple Street,Annapolis,MD,21400,NULL,5/29/2008
2337,Oak Drive,Carson City,NV,89701,NULL,5/31/2008
2339,Queen Ann Drive,Salem,OR,97301,NULL,6/2/2008
2341,Stoney Way,Austin,TX,73301,NULL,6/4/2008
2343,University Lane,Richmond,VA,23173-1823,NULL,6/6/2008
2345,Willow Road,Charleston,WV,25300,NULL,6/8/2008
2347,Bowery Estates,Montgomery,AL,36100,NULL,6/10/2008
2349,Dogwood Drive,Sacramento,CA,94203,NULL,6/12/2008
2351,Fir Street,Washington,DC,20510-0001,NULL,6/14/2008
2353,The Highlands,Atlanta,GA,30026,NULL,6/16/2008
2355,James Road,Springfield,IL,62700,NULL,6/18/2008
2357,Larch Mont Road,Boston,MA,02138-7190,NULL,6/20/2008
2359,New Pike Road,Trenton,NJ,8600,NULL,6/22/2008
2361,Pine Place,Albany,NY,12200-2837,NULL,6/24/2008
2363,Race Track Road,Harrisburg,PA,17100,NULL,6/26/2008
2365,Tamarack Road,Salt Lake City,UT,84100,NULL,6/28/2008
2367,Valley Road,Olympia,WA,98507,NULL,6/30/2008
2369,Apple Lane,Juneau,AK,99801,NULL,7/2/2008
2371,Cannery Row,Phoenix,AZ,85011,NULL,7/4/2008
2373,Elm Street,Denver,CO,80201,NULL,7/6/2008
2375,Goshen Road,Tallahassee,FL,32301,NULL,7/8/2008
2377,Island Drive,Honolulu,HI,96800-3017,NULL,7/10/2008
2379,King Street,Baton Rouge,LA,70800,NULL,7/12/2008
2381,Maple Street,Annapolis,MD,21400,NULL,7/14/2008
2383,Oak Drive,Carson City,NV,89701,NULL,7/16/2008
2385,Queen Ann Drive,Salem,OR,97301,NULL,7/18/2008
2387,Stoney Way,Austin,TX,73301,NULL,7/20/2008
2389,University Lane,Richmond,VA,23173-1823,NULL,7/22/2008
2391,Willow Road,Charleston,WV,25300,NULL,7/24/2008
2393,Bowery Estates,Montgomery,AL,36100,NULL,7/26/2008
2395,Dogwood Drive,Sacramento,CA,94203,NULL,7/28/2008
2397,Fir Street,Washington,DC,20510-0001,NULL,7/30/2008
2399,The Highlands,Atlanta,GA,30026,NULL,8/1/2008
2401,James Road,Springfield,IL,62700,NULL,8/3/2008
2403,Larch Mont Road,Boston,MA,02138-7190,NULL,8/5/2008
2405,New Pike Road,Trenton,NJ,8600,NULL,8/7/2008
2407,Pine Place,Albany,NY,12200-2837,NULL,8/9/2008
2409,Race Track Road,Harrisburg,PA,17100,NULL,8/11/2008
2411,Tamarack Road,Salt Lake City,UT,84100,NULL,8/13/2008
2413,Valley Road,Olympia,WA,98507,NULL,8/15/2008
2415,Apple Lane,Juneau,AK,99801,NULL,8/17/2008
2417,Cannery Row,Phoenix,AZ,85011,NULL,8/19/2008
2419,Elm Street,Denver,CO,80201,NULL,8/21/2008
2421,Goshen Road,Tallahassee,FL,32301,NULL,8/23/2008
2423,Island Drive,Honolulu,HI,96800-3017,NULL,8/25/2008
2425,King Street,Baton Rouge,LA,70800,NULL,8/27/2008
2427,Maple Street,Annapolis,MD,21400,NULL,8/29/2008
2429,Oak Drive,Carson City,NV,89701,NULL,8/31/2008
2431,Queen Ann Drive,Salem,OR,97301,NULL,9/2/2008
2433,Stoney Way,Austin,TX,73301,NULL,9/4/2008
2435,University Lane,Richmond,VA,23173-1823,NULL,9/6/2008
2437,Willow Road,Charleston,WV,25300,NULL,9/8/2008
2439,Bowery Estates,Montgomery,AL,36100,NULL,9/10/2008
2441,Dogwood Drive,Sacramento,CA,94203,NULL,9/12/2008
2443,Fir Street,Washington,DC,20510-0001,NULL,9/14/2008
2445,The Highlands,Atlanta,GA,30026,NULL,9/16/2008
2447,James Road,Springfield,IL,62700,NULL,9/18/2008
2449,Larch Mont Road,Boston,MA,02138-7190,NULL,9/20/2008
2451,New Pike Road,Trenton,NJ,8600,NULL,9/22/2008
2453,Pine Place,Albany,NY,12200-2837,NULL,9/24/2008
2455,Race Track Road,Harrisburg,PA,17100,NULL,9/26/2008
2457,Tamarack Road,Salt Lake City,UT,84100,NULL,9/28/2008
2459,Valley Road,Olympia,WA,98507,NULL,9/30/2008
2461,Apple Lane,Juneau,AK,99801,NULL,10/2/2008
2463,Cannery Row,Phoenix,AZ,85011,NULL,10/4/2008
2465,Elm Street,Denver,CO,80201,NULL,10/6/2008
2467,Goshen Road,Tallahassee,FL,32301,NULL,10/8/2008
2469,Island Drive,Honolulu,HI,96800-3017,NULL,10/10/2008
2471,King Street,Baton Rouge,LA,70800,NULL,10/12/2008
2473,Maple Street,Annapolis,MD,21400,NULL,10/14/2008
2475,Oak Drive,Carson City,NV,89701,NULL,10/16/2008
2477,Queen Ann Drive,Salem,OR,97301,NULL,10/18/2008
2479,Stoney Way,Austin,TX,73301,NULL,10/20/2008
2481,University Lane,Richmond,VA,23173-1823,NULL,10/22/2008
2483,Willow Road,Charleston,WV,25300,NULL,10/24/2008
2485,Bowery Estates,Montgomery,AL,36100,NULL,10/26/2008
2487,Dogwood Drive,Sacramento,CA,94203,NULL,10/28/2008
2489,Fir Street,Washington,DC,20510-0001,NULL,10/30/2008
2491,The Highlands,Atlanta,GA,30026,NULL,11/1/2008
2493,James Road,Springfield,IL,62700,NULL,11/3/2008
2495,Larch Mont Road,Boston,MA,02138-7190,NULL,11/5/2008
2497,New Pike Road,Trenton,NJ,8600,NULL,11/7/2008
2499,Pine Place,Albany,NY,12200-2837,NULL,11/9/2008
2501,Race Track Road,Harrisburg,PA,17100,NULL,11/11/2008
2503,Tamarack Road,Salt Lake City,UT,84100,NULL,11/13/2008
2505,Valley Road,Olympia,WA,98507,NULL,11/15/2008
2507,Apple Lane,Juneau,AK,99801,NULL,11/17/2008
2509,Cannery Row,Phoenix,AZ,85011,NULL,11/19/2008
2511,Elm Street,Denver,CO,80201,NULL,11/21/2008
2513,Goshen Road,Tallahassee,FL,32301,NULL,11/23/2008
2515,Island Drive,Honolulu,HI,96800-3017,NULL,11/25/2008
2517,King Street,Baton Rouge,LA,70800,NULL,11/27/2008
2519,Maple Street,Annapolis,MD,21400,NULL,11/29/2008
2521,Oak Drive,Carson City,NV,89701,NULL,12/1/2008
2523,Queen Ann Drive,Salem,OR,97301,NULL,12/3/2008
2525,Stoney Way,Austin,TX,73301,NULL,12/5/2008
2527,University Lane,Richmond,VA,23173-1823,NULL,12/7/2008
2529,Willow Road,Charleston,WV,25300,NULL,12/9/2008
2531,Bowery Estates,Montgomery,AL,36100,NULL,12/11/2008
2533,Dogwood Drive,Sacramento,CA,94203,NULL,12/13/2008
2535,Fir Street,Washington,DC,20510-0001,NULL,12/15/2008
2537,The Highlands,Atlanta,GA,30026,NULL,12/17/2008
2539,James Road,Springfield,IL,62700,NULL,12/19/2008
2541,Larch Mont Road,Boston,MA,02138-7190,NULL,12/21/2008
2543,New Pike Road,Trenton,NJ,8600,NULL,12/23/2008
2545,Pine Place,Albany,NY,12200-2837,NULL,12/25/2008
2547,Race Track Road,Harrisburg,PA,17100,NULL,12/27/2008
2549,Tamarack Road,Salt Lake City,UT,84100,NULL,12/29/2008
2551,Valley Road,Olympia,WA,98507,NULL,12/31/2008
2553,Apple Lane,Juneau,AK,99801,NULL,1/2/2009
2555,Cannery Row,Phoenix,AZ,85011,NULL,1/5/2008
2557,Elm Street,Denver,CO,80201,NULL,1/7/2008
2559,Goshen Road,Tallahassee,FL,32301,NULL,1/9/2008
2561,Island Drive,Honolulu,HI,96800-3017,NULL,1/11/2008
2563,King Street,Baton Rouge,LA,70800,NULL,1/13/2008
2565,Maple Street,Annapolis,MD,21400,NULL,1/15/2008
2567,Oak Drive,Carson City,NV,89701,NULL,1/17/2008
2569,Queen Ann Drive,Salem,OR,97301,NULL,1/19/2008
2571,Stoney Way,Austin,TX,73301,NULL,1/21/2008
2573,University Lane,Richmond,VA,23173-1823,NULL,1/23/2008
2575,Willow Road,Charleston,WV,25300,NULL,1/25/2008
2577,Bowery Estates,Montgomery,AL,36100,NULL,1/27/2008
2579,Dogwood Drive,Sacramento,CA,94203,NULL,1/29/2008
2581,Fir Street,Washington,DC,20510-0001,NULL,1/31/2008
2583,The Highlands,Atlanta,GA,30026,NULL,2/2/2008
2585,James Road,Springfield,IL,62700,NULL,2/4/2008
2587,Larch Mont Road,Boston,MA,02138-7190,NULL,2/6/2008
2589,New Pike Road,Trenton,NJ,8600,NULL,2/8/2008
2591,Pine Place,Albany,NY,12200-2837,NULL,2/10/2008
2593,Race Track Road,Harrisburg,PA,17100,NULL,2/12/2008
2595,Tamarack Road,Salt Lake City,UT,84100,NULL,2/14/2008
2597,Valley Road,Olympia,WA,98507,NULL,2/16/2008
2599,Apple Lane,Juneau,AK,99801,NULL,2/18/2008
2601,Cannery Row,Phoenix,AZ,85011,NULL,2/20/2008
2603,Elm Street,Denver,CO,80201,NULL,2/22/2008
2605,Goshen Road,Tallahassee,FL,32301,NULL,2/24/2008
2607,Island Drive,Honolulu,HI,96800-3017,NULL,2/26/2008
2609,King Street,Baton Rouge,LA,70800,NULL,2/28/2008
2611,Maple Street,Annapolis,MD,21400,NULL,3/1/2008
2613,Oak Drive,Carson City,NV,89701,NULL,3/3/2008
2615,Queen Ann Drive,Salem,OR,97301,NULL,3/5/2008
2617,Stoney Way,Austin,TX,73301,NULL,3/7/2008
2619,University Lane,Richmond,VA,23173-1823,NULL,3/9/2008
2621,Willow Road,Charleston,WV,25300,NULL,3/11/2008
2623,Bowery Estates,Montgomery,AL,36100,NULL,3/13/2008
2625,Dogwood Drive,Sacramento,CA,94203,NULL,3/15/2008
2627,Fir Street,Washington,DC,20510-0001,NULL,3/17/2008
2629,The Highlands,Atlanta,GA,30026,NULL,3/19/2008
2631,James Road,Springfield,IL,62700,NULL,3/21/2008
2633,Larch Mont Road,Boston,MA,02138-7190,NULL,3/23/2008
2635,New Pike Road,Trenton,NJ,8600,NULL,3/25/2008
2637,Pine Place,Albany,NY,12200-2837,NULL,3/27/2008
2639,Race Track Road,Harrisburg,PA,17100,NULL,3/29/2008
2641,Tamarack Road,Salt Lake City,UT,84100,NULL,3/31/2008
2643,Valley Road,Olympia,WA,98507,NULL,4/2/2008
2645,Apple Lane,Juneau,AK,99801,NULL,4/4/2008
2647,Cannery Row,Phoenix,AZ,85011,NULL,4/6/2008
2649,Elm Street,Denver,CO,80201,NULL,4/8/2008
2651,Goshen Road,Tallahassee,FL,32301,NULL,4/10/2008
2653,Island Drive,Honolulu,HI,96800-3017,NULL,4/12/2008
2655,King Street,Baton Rouge,LA,70800,NULL,4/14/2008
2657,Maple Street,Annapolis,MD,21400,NULL,4/16/2008
2659,Oak Drive,Carson City,NV,89701,NULL,4/18/2008
2661,Queen Ann Drive,Salem,OR,97301,NULL,4/20/2008
2663,Stoney Way,Austin,TX,73301,NULL,4/22/2008
2665,University Lane,Richmond,VA,23173-1823,NULL,4/24/2008
2667,Willow Road,Charleston,WV,25300,NULL,4/26/2008
2669,Bowery Estates,Montgomery,AL,36100,NULL,4/28/2008
2671,Dogwood Drive,Sacramento,CA,94203,NULL,4/30/2008
2673,Fir Street,Washington,DC,20510-0001,NULL,5/2/2008
2675,The Highlands,Atlanta,GA,30026,NULL,5/4/2008
2677,James Road,Springfield,IL,62700,NULL,5/6/2008
2679,Larch Mont Road,Boston,MA,02138-7190,NULL,5/8/2008
2681,New Pike Road,Trenton,NJ,8600,NULL,5/10/2008
2683,Pine Place,Albany,NY,12200-2837,NULL,5/12/2008
2685,Race Track Road,Harrisburg,PA,17100,NULL,5/14/2008
2687,Tamarack Road,Salt Lake City,UT,84100,NULL,5/16/2008
2689,Valley Road,Olympia,WA,98507,NULL,5/18/2008
2691,Apple Lane,Juneau,AK,99801,NULL,5/20/2008
2693,Cannery Row,Phoenix,AZ,85011,NULL,5/22/2008
2695,Elm Street,Denver,CO,80201,NULL,5/24/2008
2697,Goshen Road,Tallahassee,FL,32301,NULL,5/26/2008
2699,Island Drive,Honolulu,HI,96800-3017,NULL,5/28/2008
2701,King Street,Baton Rouge,LA,70800,NULL,5/30/2008
2703,Maple Street,Annapolis,MD,21400,NULL,6/1/2008
2705,Oak Drive,Carson City,NV,89701,NULL,6/3/2008
2707,Queen Ann Drive,Salem,OR,97301,NULL,6/5/2008
2709,Stoney Way,Austin,TX,73301,NULL,6/7/2008
2711,University Lane,Richmond,VA,23173-1823,NULL,6/9/2008
2713,Willow Road,Charleston,WV,25300,NULL,6/11/2008
2715,Bowery Estates,Montgomery,AL,36100,NULL,6/13/2008
2717,Dogwood Drive,Sacramento,CA,94203,NULL,6/15/2008
2719,Fir Street,Washington,DC,20510-0001,NULL,6/17/2008
2721,The Highlands,Atlanta,GA,30026,NULL,6/19/2008
2723,James Road,Springfield,IL,62700,NULL,6/21/2008
2725,Larch Mont Road,Boston,MA,02138-7190,NULL,6/23/2008
2727,New Pike Road,Trenton,NJ,8600,NULL,6/25/2008
2729,Pine Place,Albany,NY,12200-2837,NULL,6/27/2008
2731,Race Track Road,Harrisburg,PA,17100,NULL,6/29/2008
2733,Tamarack Road,Salt Lake City,UT,84100,NULL,7/1/2008
2735,Valley Road,Olympia,WA,98507,NULL,7/3/2008
2737,Apple Lane,Juneau,AK,99801,NULL,7/5/2008
2739,Cannery Row,Phoenix,AZ,85011,NULL,7/7/2008
2741,Elm Street,Denver,CO,80201,NULL,7/9/2008
2743,Goshen Road,Tallahassee,FL,32301,NULL,7/11/2008
2745,Island Drive,Honolulu,HI,96800-3017,NULL,7/13/2008
2747,King Street,Baton Rouge,LA,70800,NULL,7/15/2008
2749,Maple Street,Annapolis,MD,21400,NULL,7/17/2008
2751,Oak Drive,Carson City,NV,89701,NULL,7/19/2008
2753,Queen Ann Drive,Salem,OR,97301,NULL,7/21/2008
2755,Stoney Way,Austin,TX,73301,NULL,7/23/2008
2757,University Lane,Richmond,VA,23173-1823,NULL,7/25/2008
2759,Willow Road,Charleston,WV,25300,NULL,7/27/2008
2761,Bowery Estates,Montgomery,AL,36100,NULL,7/29/2008
2763,Dogwood Drive,Sacramento,CA,94203,NULL,7/31/2008
2765,Fir Street,Washington,DC,20510-0001,NULL,8/2/2008
2767,The Highlands,Atlanta,GA,30026,NULL,8/4/2008
2769,James Road,Springfield,IL,62700,NULL,8/6/2008
2771,Larch Mont Road,Boston,MA,02138-7190,NULL,8/8/2008
2773,New Pike Road,Trenton,NJ,8600,NULL,8/10/2008
2775,Pine Place,Albany,NY,12200-2837,NULL,8/12/2008
2777,Race Track Road,Harrisburg,PA,17100,NULL,8/14/2008
2779,Tamarack Road,Salt Lake City,UT,84100,NULL,8/16/2008
2781,Valley Road,Olympia,WA,98507,NULL,8/18/2008
2783,Apple Lane,Juneau,AK,99801,NULL,8/20/2008
2785,Cannery Row,Phoenix,AZ,85011,NULL,8/22/2008
2787,Elm Street,Denver,CO,80201,NULL,8/24/2008
2789,Goshen Road,Tallahassee,FL,32301,NULL,8/26/2008
2791,Island Drive,Honolulu,HI,96800-3017,NULL,8/28/2008
2793,King Street,Baton Rouge,LA,70800,NULL,8/30/2008
2795,Maple Street,Annapolis,MD,21400,NULL,9/1/2008
2797,Oak Drive,Carson City,NV,89701,NULL,9/3/2008
2799,Queen Ann Drive,Salem,OR,97301,NULL,9/5/2008
2801,Stoney Way,Austin,TX,73301,NULL,9/7/2008
2803,University Lane,Richmond,VA,23173-1823,NULL,9/9/2008
2805,Willow Road,Charleston,WV,25300,NULL,9/11/2008
2807,Bowery Estates,Montgomery,AL,36100,NULL,9/13/2008
2809,Dogwood Drive,Sacramento,CA,94203,NULL,9/15/2008
